"MTU (UTC)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"04/01/2025 03:30 - 04/01/2025 03:45","BZN|DE-LU","44602.51","44628.31"
"04/01/2025 03:45 - 04/01/2025 04:00","BZN|DE-LU","44624.01","45131.88"
"04/01/2025 04:00 - 04/01/2025 04:15","BZN|DE-LU","44780.79","45582.89"
"04/01/2025 04:15 - 04/01/2025 04:30","BZN|DE-LU","44252.01","45685.93"
"04/01/2025 04:30 - 04/01/2025 04:45","BZN|DE-LU","44458.56","44204.63"
"04/01/2025 04:45 - 04/01/2025 05:00","BZN|DE-LU","44602.02","44344.44"
"04/01/2025 05:00 - 04/01/2025 05:15","BZN|DE-LU","44975.06","44778.55"
"04/01/2025 05:15 - 04/01/2025 05:30","BZN|DE-LU","45493.93","45067.36"
"04/01/2025 05:30 - 04/01/2025 05:45","BZN|DE-LU","45819.55","45561.88"
"04/01/2025 05:45 - 04/01/2025 06:00","BZN|DE-LU","46055.06","45910.76"
"04/01/2025 06:00 - 04/01/2025 06:15","BZN|DE-LU","46664.54","46595.30"
"04/01/2025 06:15 - 04/01/2025 06:30","BZN|DE-LU","47257.73","47187.06"
"04/01/2025 06:30 - 04/01/2025 06:45","BZN|DE-LU","47979.55","47994.87"
"04/01/2025 06:45 - 04/01/2025 07:00","BZN|DE-LU","48729.17","48683.78"
"04/01/2025 07:00 - 04/01/2025 07:15","BZN|DE-LU","49892.42","49573.51"
"04/01/2025 07:15 - 04/01/2025 07:30","BZN|DE-LU","50667.41","50488.96"
"04/01/2025 07:30 - 04/01/2025 07:45","BZN|DE-LU","51433.29","51556.99"
"04/01/2025 07:45 - 04/01/2025 08:00","BZN|DE-LU","52216.29","52290.22"
"04/01/2025 08:00 - 04/01/2025 08:15","BZN|DE-LU","53121.46","53454.92"
"04/01/2025 08:15 - 04/01/2025 08:30","BZN|DE-LU","53967.46","54272.98"
"04/01/2025 08:30 - 04/01/2025 08:45","BZN|DE-LU","54646.27","55017.55"
"04/01/2025 08:45 - 04/01/2025 09:00","BZN|DE-LU","54943.56","55612.16"
"04/01/2025 09:00 - 04/01/2025 09:15","BZN|DE-LU","55173.14","56074.96"
"04/01/2025 09:15 - 04/01/2025 09:30","BZN|DE-LU","55843.10","56553.38"
"04/01/2025 09:30 - 04/01/2025 09:45","BZN|DE-LU","56448.03","56761.34"
"04/01/2025 09:45 - 04/01/2025 10:00","BZN|DE-LU","57111.71","56860.92"
"04/01/2025 10:00 - 04/01/2025 10:15","BZN|DE-LU","57638.93","57060.33"
"04/01/2025 10:15 - 04/01/2025 10:30","BZN|DE-LU","58378.49","57392.88"
"04/01/2025 10:30 - 04/01/2025 10:45","BZN|DE-LU","58500.51","57604.62"
"04/01/2025 10:45 - 04/01/2025 11:00","BZN|DE-LU","58897.62","57625.08"
"04/01/2025 11:00 - 04/01/2025 11:15","BZN|DE-LU","58904.16","57551.68"
"04/01/2025 11:15 - 04/01/2025 11:30","BZN|DE-LU","58655.64","57323.28"
"04/01/2025 11:30 - 04/01/2025 11:45","BZN|DE-LU","58693.86","57192.91"
"04/01/2025 11:45 - 04/01/2025 12:00","BZN|DE-LU","58638.23","56812.78"
"04/01/2025 12:00 - 04/01/2025 12:15","BZN|DE-LU","58305.14","56429.97"
"04/01/2025 12:15 - 04/01/2025 12:30","BZN|DE-LU","57844.51","56153.56"
"04/01/2025 12:30 - 04/01/2025 12:45","BZN|DE-LU","57537.35","55875.02"
"04/01/2025 12:45 - 04/01/2025 13:00","BZN|DE-LU","57228.18","55415.02"
"04/01/2025 13:00 - 04/01/2025 13:15","BZN|DE-LU","56990.45","55335.52"
"04/01/2025 13:15 - 04/01/2025 13:30","BZN|DE-LU","56637.96","55004.65"
"04/01/2025 13:30 - 04/01/2025 13:45","BZN|DE-LU","56849.40","54643.67"
"04/01/2025 13:45 - 04/01/2025 14:00","BZN|DE-LU","56864.76","54514.15"
"04/01/2025 14:00 - 04/01/2025 14:15","BZN|DE-LU","56799.10","54407.40"
"04/01/2025 14:15 - 04/01/2025 14:30","BZN|DE-LU","56778.41","54223.53"
"04/01/2025 14:30 - 04/01/2025 14:45","BZN|DE-LU","57155.76","54126.12"
"04/01/2025 14:45 - 04/01/2025 15:00","BZN|DE-LU","57659.49","54104.60"
"04/01/2025 15:00 - 04/01/2025 15:15","BZN|DE-LU","57951.23","54314.83"
"04/01/2025 15:15 - 04/01/2025 15:30","BZN|DE-LU","58348.23","54181.30"
"04/01/2025 15:30 - 04/01/2025 15:45","BZN|DE-LU","59219.77","54678.17"
"04/01/2025 15:45 - 04/01/2025 16:00","BZN|DE-LU","60010.58","55249.84"
"04/01/2025 16:00 - 04/01/2025 16:15","BZN|DE-LU","60735.93","55947.47"
"04/01/2025 16:15 - 04/01/2025 16:30","BZN|DE-LU","61090.86","56191.34"
"04/01/2025 16:30 - 04/01/2025 16:45","BZN|DE-LU","61488.62","56511.93"
"04/01/2025 16:45 - 04/01/2025 17:00","BZN|DE-LU","61348.55","56567.64"
"04/01/2025 17:00 - 04/01/2025 17:15","BZN|DE-LU","61516.59","56781.85"
"04/01/2025 17:15 - 04/01/2025 17:30","BZN|DE-LU","61392.86","56634.15"
"04/01/2025 17:30 - 04/01/2025 17:45","BZN|DE-LU","61197.09","56942.96"
"04/01/2025 17:45 - 04/01/2025 18:00","BZN|DE-LU","60708.36","56657.26"
"04/01/2025 18:00 - 04/01/2025 18:15","BZN|DE-LU","60310.31","56831.90"
"04/01/2025 18:15 - 04/01/2025 18:30","BZN|DE-LU","59804.68","55703.40"
"04/01/2025 18:30 - 04/01/2025 18:45","BZN|DE-LU","59298.22","55562.89"
"04/01/2025 18:45 - 04/01/2025 19:00","BZN|DE-LU","58621.72","54951.68"
"04/01/2025 19:00 - 04/01/2025 19:15","BZN|DE-LU","57573.44","54268.07"
"04/01/2025 19:15 - 04/01/2025 19:30","BZN|DE-LU","56580.92","53131.81"
"04/01/2025 19:30 - 04/01/2025 19:45","BZN|DE-LU","55592.86","52343.48"
"04/01/2025 19:45 - 04/01/2025 20:00","BZN|DE-LU","54971.95","51662.42"
"04/01/2025 20:00 - 04/01/2025 20:15","BZN|DE-LU","54365.79","51048.30"
"04/01/2025 20:15 - 04/01/2025 20:30","BZN|DE-LU","53932.02","50612.78"
"04/01/2025 20:30 - 04/01/2025 20:45","BZN|DE-LU","53681.90","50208.77"
"04/01/2025 20:45 - 04/01/2025 21:00","BZN|DE-LU","53487.54","49831.06"
"04/01/2025 21:00 - 04/01/2025 21:15","BZN|DE-LU","53891.12","49709.23"
"04/01/2025 21:15 - 04/01/2025 21:30","BZN|DE-LU","53161.11","49336.13"
"04/01/2025 21:30 - 04/01/2025 21:45","BZN|DE-LU","52514.86","48803.87"
"04/01/2025 21:45 - 04/01/2025 22:00","BZN|DE-LU","51952.04","48233.36"
"04/01/2025 22:00 - 04/01/2025 22:15","BZN|DE-LU","50738.66","47231.58"
"04/01/2025 22:15 - 04/01/2025 22:30","BZN|DE-LU","50198.80","46776.84"
"04/01/2025 22:30 - 04/01/2025 22:45","BZN|DE-LU","49559.91","46283.35"
"04/01/2025 22:45 - 04/01/2025 23:00","BZN|DE-LU","48648.24","45707.62"
"04/01/2025 23:00 - 04/01/2025 23:15","BZN|DE-LU","48320.21","44119.85"
"04/01/2025 23:15 - 04/01/2025 23:30","BZN|DE-LU","47392.13","43611.65"
"04/01/2025 23:30 - 04/01/2025 23:45","BZN|DE-LU","47054.10","43308.23"
"04/01/2025 23:45 - 05/01/2025 00:00","BZN|DE-LU","45929.69","42697.63"
"05/01/2025 00:00 - 05/01/2025 00:15","BZN|DE-LU","45019.09","42197.22"
"05/01/2025 00:15 - 05/01/2025 00:30","BZN|DE-LU","44486.32","41888.46"
"05/01/2025 00:30 - 05/01/2025 00:45","BZN|DE-LU","44062.29","41591.76"
"05/01/2025 00:45 - 05/01/2025 01:00","BZN|DE-LU","43795.53","41212.38"
"05/01/2025 01:00 - 05/01/2025 01:15","BZN|DE-LU","43599.77","40878.51"
"05/01/2025 01:15 - 05/01/2025 01:30","BZN|DE-LU","43088.26","40702.62"
"05/01/2025 01:30 - 05/01/2025 01:45","BZN|DE-LU","42903.86","40400.13"
"05/01/2025 01:45 - 05/01/2025 02:00","BZN|DE-LU","42461.21","40295.98"
"05/01/2025 02:00 - 05/01/2025 02:15","BZN|DE-LU","42460.60","40010.11"
"05/01/2025 02:15 - 05/01/2025 02:30","BZN|DE-LU","42290.82","39813.81"
"05/01/2025 02:30 - 05/01/2025 02:45","BZN|DE-LU","42575.21","39718.31"
"05/01/2025 02:45 - 05/01/2025 03:00","BZN|DE-LU","42303.54","39918.64"
"05/01/2025 03:00 - 05/01/2025 03:15","BZN|DE-LU","42119.62","40147.34"
"05/01/2025 03:15 - 05/01/2025 03:30","BZN|DE-LU","42005.69","40060.11"
"05/01/2025 03:30 - 05/01/2025 03:45","BZN|DE-LU","42231.54","40201.31"
"05/01/2025 03:45 - 05/01/2025 04:00","BZN|DE-LU","42190.17","40298.56"
"05/01/2025 04:00 - 05/01/2025 04:15","BZN|DE-LU","42267.40","40647.46"
"05/01/2025 04:15 - 05/01/2025 04:30","BZN|DE-LU","42423.71","40718.85"
"05/01/2025 04:30 - 05/01/2025 04:45","BZN|DE-LU","42597.28","41120.85"
"05/01/2025 04:45 - 05/01/2025 05:00","BZN|DE-LU","42943.15","41149.13"
"05/01/2025 05:00 - 05/01/2025 05:15","BZN|DE-LU","43605.83","41163.29"
"05/01/2025 05:15 - 05/01/2025 05:30","BZN|DE-LU","43734.73","41101.62"
"05/01/2025 05:30 - 05/01/2025 05:45","BZN|DE-LU","43818.00","41234.26"
"05/01/2025 05:45 - 05/01/2025 06:00","BZN|DE-LU","44182.18","41502.00"
"05/01/2025 06:00 - 05/01/2025 06:15","BZN|DE-LU","44735.36","41917.33"
"05/01/2025 06:15 - 05/01/2025 06:30","BZN|DE-LU","44861.75","42402.03"
"05/01/2025 06:30 - 05/01/2025 06:45","BZN|DE-LU","45368.46","43021.89"
"05/01/2025 06:45 - 05/01/2025 07:00","BZN|DE-LU","45765.63","43571.11"
"05/01/2025 07:00 - 05/01/2025 07:15","BZN|DE-LU","46572.86","44375.57"
"05/01/2025 07:15 - 05/01/2025 07:30","BZN|DE-LU","47445.10","44979.73"
"05/01/2025 07:30 - 05/01/2025 07:45","BZN|DE-LU","48752.03","46000.73"
"05/01/2025 07:45 - 05/01/2025 08:00","BZN|DE-LU","50196.00","46886.10"
"05/01/2025 08:00 - 05/01/2025 08:15","BZN|DE-LU","51085.72","48169.73"
"05/01/2025 08:15 - 05/01/2025 08:30","BZN|DE-LU","51929.11","49198.38"
"05/01/2025 08:30 - 05/01/2025 08:45","BZN|DE-LU","52838.44","50186.89"
"05/01/2025 08:45 - 05/01/2025 09:00","BZN|DE-LU","53524.91","50736.70"
"05/01/2025 09:00 - 05/01/2025 09:15","BZN|DE-LU","53815.80","51317.57"
"05/01/2025 09:15 - 05/01/2025 09:30","BZN|DE-LU","54426.87","51916.45"
"05/01/2025 09:30 - 05/01/2025 09:45","BZN|DE-LU","55382.96","52366.71"
"05/01/2025 09:45 - 05/01/2025 10:00","BZN|DE-LU","56207.36","52684.99"
"05/01/2025 10:00 - 05/01/2025 10:15","BZN|DE-LU","57038.10","53068.34"
"05/01/2025 10:15 - 05/01/2025 10:30","BZN|DE-LU","57385.43","53895.28"
"05/01/2025 10:30 - 05/01/2025 10:45","BZN|DE-LU","58291.72","54152.19"
"05/01/2025 10:45 - 05/01/2025 11:00","BZN|DE-LU","58652.45","54157.47"
"05/01/2025 11:00 - 05/01/2025 11:15","BZN|DE-LU","58717.67","54031.02"
"05/01/2025 11:15 - 05/01/2025 11:30","BZN|DE-LU","58523.29","54114.64"
"05/01/2025 11:30 - 05/01/2025 11:45","BZN|DE-LU","58380.11","53713.64"
"05/01/2025 11:45 - 05/01/2025 12:00","BZN|DE-LU","57890.97","53463.27"
"05/01/2025 12:00 - 05/01/2025 12:15","BZN|DE-LU","57309.31","53228.91"
"05/01/2025 12:15 - 05/01/2025 12:30","BZN|DE-LU","56516.49","52781.37"
"05/01/2025 12:30 - 05/01/2025 12:45","BZN|DE-LU","56462.29","52548.76"
"05/01/2025 12:45 - 05/01/2025 13:00","BZN|DE-LU","56123.94","51999.39"
"05/01/2025 13:00 - 05/01/2025 13:15","BZN|DE-LU","55780.50","51792.18"
"05/01/2025 13:15 - 05/01/2025 13:30","BZN|DE-LU","55484.30","51128.08"
"05/01/2025 13:30 - 05/01/2025 13:45","BZN|DE-LU","55610.21","51178.26"
"05/01/2025 13:45 - 05/01/2025 14:00","BZN|DE-LU","55684.81","50785.62"
"05/01/2025 14:00 - 05/01/2025 14:15","BZN|DE-LU","55882.99","50682.19"
"05/01/2025 14:15 - 05/01/2025 14:30","BZN|DE-LU","55870.22","50565.55"
"05/01/2025 14:30 - 05/01/2025 14:45","BZN|DE-LU","56151.00","50498.06"
"05/01/2025 14:45 - 05/01/2025 15:00","BZN|DE-LU","56237.22","50492.11"
"05/01/2025 15:00 - 05/01/2025 15:15","BZN|DE-LU","57430.48","51009.68"
"05/01/2025 15:15 - 05/01/2025 15:30","BZN|DE-LU","58138.04","51188.65"
"05/01/2025 15:30 - 05/01/2025 15:45","BZN|DE-LU","58707.42","51227.52"
"05/01/2025 15:45 - 05/01/2025 16:00","BZN|DE-LU","59258.44","52092.17"
"05/01/2025 16:00 - 05/01/2025 16:15","BZN|DE-LU","59913.74","53331.46"
"05/01/2025 16:15 - 05/01/2025 16:30","BZN|DE-LU","60425.58","53984.19"
"05/01/2025 16:30 - 05/01/2025 16:45","BZN|DE-LU","60941.50","54351.02"
"05/01/2025 16:45 - 05/01/2025 17:00","BZN|DE-LU","60905.35","54573.81"
"05/01/2025 17:00 - 05/01/2025 17:15","BZN|DE-LU","61069.90","55312.73"
"05/01/2025 17:15 - 05/01/2025 17:30","BZN|DE-LU","61082.51","55538.88"
"05/01/2025 17:30 - 05/01/2025 17:45","BZN|DE-LU","60583.33","55574.59"
"05/01/2025 17:45 - 05/01/2025 18:00","BZN|DE-LU","59983.88","55647.90"
"05/01/2025 18:00 - 05/01/2025 18:15","BZN|DE-LU","59652.66","55512.04"
"05/01/2025 18:15 - 05/01/2025 18:30","BZN|DE-LU","59066.03","54790.08"
"05/01/2025 18:30 - 05/01/2025 18:45","BZN|DE-LU","58695.69","54462.37"
"05/01/2025 18:45 - 05/01/2025 19:00","BZN|DE-LU","57704.19","54080.53"
"05/01/2025 19:00 - 05/01/2025 19:15","BZN|DE-LU","57523.39","53744.58"
"05/01/2025 19:15 - 05/01/2025 19:30","BZN|DE-LU","56329.44","52761.40"
"05/01/2025 19:30 - 05/01/2025 19:45","BZN|DE-LU","55559.52","52133.76"
"05/01/2025 19:45 - 05/01/2025 20:00","BZN|DE-LU","54885.44","51470.49"
"05/01/2025 20:00 - 05/01/2025 20:15","BZN|DE-LU","54453.11","51196.30"
"05/01/2025 20:15 - 05/01/2025 20:30","BZN|DE-LU","53867.14","50716.03"
"05/01/2025 20:30 - 05/01/2025 20:45","BZN|DE-LU","52821.79","50380.02"
"05/01/2025 20:45 - 05/01/2025 21:00","BZN|DE-LU","52666.09","50123.32"
"05/01/2025 21:00 - 05/01/2025 21:15","BZN|DE-LU","52360.00","49981.40"
"05/01/2025 21:15 - 05/01/2025 21:30","BZN|DE-LU","51267.86","49676.64"
"05/01/2025 21:30 - 05/01/2025 21:45","BZN|DE-LU","50872.28","49226.50"
"05/01/2025 21:45 - 05/01/2025 22:00","BZN|DE-LU","50493.86","48526.24"
"05/01/2025 22:00 - 05/01/2025 22:15","BZN|DE-LU","49688.39","47620.80"
"05/01/2025 22:15 - 05/01/2025 22:30","BZN|DE-LU","48840.56","47117.50"
"05/01/2025 22:30 - 05/01/2025 22:45","BZN|DE-LU","48249.23","46759.92"
"05/01/2025 22:45 - 05/01/2025 23:00","BZN|DE-LU","47540.80","46045.24"
"05/01/2025 23:00 - 05/01/2025 23:15","BZN|DE-LU","46988.95","44722.30"
"05/01/2025 23:15 - 05/01/2025 23:30","BZN|DE-LU","46587.27","44402.47"
"05/01/2025 23:30 - 05/01/2025 23:45","BZN|DE-LU","45884.89","43929.56"
"05/01/2025 23:45 - 06/01/2025 00:00","BZN|DE-LU","45424.08","43690.57"
"06/01/2025 00:00 - 06/01/2025 00:15","BZN|DE-LU","45073.62","43196.82"
"06/01/2025 00:15 - 06/01/2025 00:30","BZN|DE-LU","44533.78","43143.97"
"06/01/2025 00:30 - 06/01/2025 00:45","BZN|DE-LU","44227.88","42592.39"
"06/01/2025 00:45 - 06/01/2025 01:00","BZN|DE-LU","43786.34","42158.22"
"06/01/2025 01:00 - 06/01/2025 01:15","BZN|DE-LU","43364.73","41832.76"
"06/01/2025 01:15 - 06/01/2025 01:30","BZN|DE-LU","43314.81","41767.84"
"06/01/2025 01:30 - 06/01/2025 01:45","BZN|DE-LU","43305.12","41748.52"
"06/01/2025 01:45 - 06/01/2025 02:00","BZN|DE-LU","43433.62","41572.22"
"06/01/2025 02:00 - 06/01/2025 02:15","BZN|DE-LU","44232.22","41499.63"
"06/01/2025 02:15 - 06/01/2025 02:30","BZN|DE-LU","44259.61","41350.52"
"06/01/2025 02:30 - 06/01/2025 02:45","BZN|DE-LU","44488.49","41589.95"
"06/01/2025 02:45 - 06/01/2025 03:00","BZN|DE-LU","44489.58","41859.63"
"06/01/2025 03:00 - 06/01/2025 03:15","BZN|DE-LU","44776.83","42176.01"
"06/01/2025 03:15 - 06/01/2025 03:30","BZN|DE-LU","45045.10","42487.56"
"06/01/2025 03:30 - 06/01/2025 03:45","BZN|DE-LU","45577.12","43051.85"
"06/01/2025 03:45 - 06/01/2025 04:00","BZN|DE-LU","46078.47","43469.52"
"06/01/2025 04:00 - 06/01/2025 04:15","BZN|DE-LU","47523.07","44981.17"
"06/01/2025 04:15 - 06/01/2025 04:30","BZN|DE-LU","47800.05","45381.54"
"06/01/2025 04:30 - 06/01/2025 04:45","BZN|DE-LU","48731.58","45859.30"
"06/01/2025 04:45 - 06/01/2025 05:00","BZN|DE-LU","49383.01","46161.93"
"06/01/2025 05:00 - 06/01/2025 05:15","BZN|DE-LU","51629.62","47621.60"
"06/01/2025 05:15 - 06/01/2025 05:30","BZN|DE-LU","52431.22","48683.27"
"06/01/2025 05:30 - 06/01/2025 05:45","BZN|DE-LU","53332.60","49424.67"
"06/01/2025 05:45 - 06/01/2025 06:00","BZN|DE-LU","54397.20","50497.90"
"06/01/2025 06:00 - 06/01/2025 06:15","BZN|DE-LU","55221.35","50968.92"
"06/01/2025 06:15 - 06/01/2025 06:30","BZN|DE-LU","56530.58","52453.32"
"06/01/2025 06:30 - 06/01/2025 06:45","BZN|DE-LU","57287.35","53148.33"
"06/01/2025 06:45 - 06/01/2025 07:00","BZN|DE-LU","57639.31","53967.56"
"06/01/2025 07:00 - 06/01/2025 07:15","BZN|DE-LU","59209.22","55087.27"
"06/01/2025 07:15 - 06/01/2025 07:30","BZN|DE-LU","59642.24","55631.45"
"06/01/2025 07:30 - 06/01/2025 07:45","BZN|DE-LU","59897.33","56243.06"
"06/01/2025 07:45 - 06/01/2025 08:00","BZN|DE-LU","60261.91","56489.89"
"06/01/2025 08:00 - 06/01/2025 08:15","BZN|DE-LU","60965.77","57416.75"
"06/01/2025 08:15 - 06/01/2025 08:30","BZN|DE-LU","61305.52","57948.80"
"06/01/2025 08:30 - 06/01/2025 08:45","BZN|DE-LU","62131.44","58400.36"
"06/01/2025 08:45 - 06/01/2025 09:00","BZN|DE-LU","62782.91","58700.12"
"06/01/2025 09:00 - 06/01/2025 09:15","BZN|DE-LU","63398.10","59105.10"
"06/01/2025 09:15 - 06/01/2025 09:30","BZN|DE-LU","63133.54","59296.26"
"06/01/2025 09:30 - 06/01/2025 09:45","BZN|DE-LU","63626.94","59900.78"
"06/01/2025 09:45 - 06/01/2025 10:00","BZN|DE-LU","63687.85","60355.90"
"06/01/2025 10:00 - 06/01/2025 10:15","BZN|DE-LU","64032.93","60705.66"
"06/01/2025 10:15 - 06/01/2025 10:30","BZN|DE-LU","64287.70","61600.29"
"06/01/2025 10:30 - 06/01/2025 10:45","BZN|DE-LU","64544.12","61583.58"
"06/01/2025 10:45 - 06/01/2025 11:00","BZN|DE-LU","64552.91","61474.69"
"06/01/2025 11:00 - 06/01/2025 11:15","BZN|DE-LU","64491.94","61410.28"
"06/01/2025 11:15 - 06/01/2025 11:30","BZN|DE-LU","64410.53","61494.61"
"06/01/2025 11:30 - 06/01/2025 11:45","BZN|DE-LU","64707.46","61651.93"
"06/01/2025 11:45 - 06/01/2025 12:00","BZN|DE-LU","64419.08","61258.40"
"06/01/2025 12:00 - 06/01/2025 12:15","BZN|DE-LU","64329.02","60206.26"
"06/01/2025 12:15 - 06/01/2025 12:30","BZN|DE-LU","64009.01","59866.41"
"06/01/2025 12:30 - 06/01/2025 12:45","BZN|DE-LU","63812.81","58961.50"
"06/01/2025 12:45 - 06/01/2025 13:00","BZN|DE-LU","63418.04","58635.81"
"06/01/2025 13:00 - 06/01/2025 13:15","BZN|DE-LU","62542.02","58024.20"
"06/01/2025 13:15 - 06/01/2025 13:30","BZN|DE-LU","62045.69","57441.79"
"06/01/2025 13:30 - 06/01/2025 13:45","BZN|DE-LU","61936.28","57744.51"
"06/01/2025 13:45 - 06/01/2025 14:00","BZN|DE-LU","61761.17","57727.79"
"06/01/2025 14:00 - 06/01/2025 14:15","BZN|DE-LU","61476.42","57714.98"
"06/01/2025 14:15 - 06/01/2025 14:30","BZN|DE-LU","61054.30","58045.32"
"06/01/2025 14:30 - 06/01/2025 14:45","BZN|DE-LU","61507.44","58177.44"
"06/01/2025 14:45 - 06/01/2025 15:00","BZN|DE-LU","61826.71","58090.86"
"06/01/2025 15:00 - 06/01/2025 15:15","BZN|DE-LU","61725.89","58781.91"
"06/01/2025 15:15 - 06/01/2025 15:30","BZN|DE-LU","61970.25","59035.09"
"06/01/2025 15:30 - 06/01/2025 15:45","BZN|DE-LU","62656.13","59258.99"
"06/01/2025 15:45 - 06/01/2025 16:00","BZN|DE-LU","62946.39","59703.37"
"06/01/2025 16:00 - 06/01/2025 16:15","BZN|DE-LU","64274.31","61325.91"
"06/01/2025 16:15 - 06/01/2025 16:30","BZN|DE-LU","64606.84","61651.75"
"06/01/2025 16:30 - 06/01/2025 16:45","BZN|DE-LU","64895.83","61993.65"
"06/01/2025 16:45 - 06/01/2025 17:00","BZN|DE-LU","65215.58","61784.34"
"06/01/2025 17:00 - 06/01/2025 17:15","BZN|DE-LU","64877.85","61840.29"
"06/01/2025 17:15 - 06/01/2025 17:30","BZN|DE-LU","64401.23","61492.51"
"06/01/2025 17:30 - 06/01/2025 17:45","BZN|DE-LU","64026.29","61419.29"
"06/01/2025 17:45 - 06/01/2025 18:00","BZN|DE-LU","63855.92","61202.55"
"06/01/2025 18:00 - 06/01/2025 18:15","BZN|DE-LU","63827.33","61075.57"
"06/01/2025 18:15 - 06/01/2025 18:30","BZN|DE-LU","63574.60","60245.71"
"06/01/2025 18:30 - 06/01/2025 18:45","BZN|DE-LU","63175.54","59813.38"
"06/01/2025 18:45 - 06/01/2025 19:00","BZN|DE-LU","62715.82","59264.56"
"06/01/2025 19:00 - 06/01/2025 19:15","BZN|DE-LU","61888.99","58617.54"
"06/01/2025 19:15 - 06/01/2025 19:30","BZN|DE-LU","60855.52","57629.96"
"06/01/2025 19:30 - 06/01/2025 19:45","BZN|DE-LU","60178.40","56884.30"
"06/01/2025 19:45 - 06/01/2025 20:00","BZN|DE-LU","59363.29","55891.76"
"06/01/2025 20:00 - 06/01/2025 20:15","BZN|DE-LU","58467.14","55280.93"
"06/01/2025 20:15 - 06/01/2025 20:30","BZN|DE-LU","57561.16","54698.24"
"06/01/2025 20:30 - 06/01/2025 20:45","BZN|DE-LU","56771.80","54289.10"
"06/01/2025 20:45 - 06/01/2025 21:00","BZN|DE-LU","56035.58","53697.57"
"06/01/2025 21:00 - 06/01/2025 21:15","BZN|DE-LU","55303.19","53063.02"
"06/01/2025 21:15 - 06/01/2025 21:30","BZN|DE-LU","54860.21","52511.03"
"06/01/2025 21:30 - 06/01/2025 21:45","BZN|DE-LU","54166.46","52168.33"
"06/01/2025 21:45 - 06/01/2025 22:00","BZN|DE-LU","53374.97","51583.97"
"06/01/2025 22:00 - 06/01/2025 22:15","BZN|DE-LU","52530.20","50983.59"
"06/01/2025 22:15 - 06/01/2025 22:30","BZN|DE-LU","51853.21","49866.56"
"06/01/2025 22:30 - 06/01/2025 22:45","BZN|DE-LU","51207.65","49107.86"
"06/01/2025 22:45 - 06/01/2025 23:00","BZN|DE-LU","50668.18","48419.83"
"06/01/2025 23:00 - 06/01/2025 23:15","BZN|DE-LU","49507.13","47408.21"
"06/01/2025 23:15 - 06/01/2025 23:30","BZN|DE-LU","49110.89","46815.97"
"06/01/2025 23:30 - 06/01/2025 23:45","BZN|DE-LU","48993.78","46552.11"
"06/01/2025 23:45 - 07/01/2025 00:00","BZN|DE-LU","48780.77","46257.03"
"07/01/2025 00:00 - 07/01/2025 00:15","BZN|DE-LU","48700.19","45710.35"
"07/01/2025 00:15 - 07/01/2025 00:30","BZN|DE-LU","48194.42","45461.06"
"07/01/2025 00:30 - 07/01/2025 00:45","BZN|DE-LU","47753.62","45176.24"
"07/01/2025 00:45 - 07/01/2025 01:00","BZN|DE-LU","47639.62","44984.34"
"07/01/2025 01:00 - 07/01/2025 01:15","BZN|DE-LU","47253.76","44666.75"
"07/01/2025 01:15 - 07/01/2025 01:30","BZN|DE-LU","47191.58","44448.12"
"07/01/2025 01:30 - 07/01/2025 01:45","BZN|DE-LU","47244.82","44553.58"
"07/01/2025 01:45 - 07/01/2025 02:00","BZN|DE-LU","47123.42","44696.22"
"07/01/2025 02:00 - 07/01/2025 02:15","BZN|DE-LU","47223.07","44992.77"
"07/01/2025 02:15 - 07/01/2025 02:30","BZN|DE-LU","47323.22","44998.45"
"07/01/2025 02:30 - 07/01/2025 02:45","BZN|DE-LU","47464.06","45151.72"
"07/01/2025 02:45 - 07/01/2025 03:00","BZN|DE-LU","47721.69","45364.63"
"07/01/2025 03:00 - 07/01/2025 03:15","BZN|DE-LU","48304.19","46065.72"
"07/01/2025 03:15 - 07/01/2025 03:30","BZN|DE-LU","48547.42","46404.75"
"07/01/2025 03:30 - 07/01/2025 03:45","BZN|DE-LU","49027.66","46866.12"
"07/01/2025 03:45 - 07/01/2025 04:00","BZN|DE-LU","49663.95","47584.64"
"07/01/2025 04:00 - 07/01/2025 04:15","BZN|DE-LU","50259.79","48563.09"
"07/01/2025 04:15 - 07/01/2025 04:30","BZN|DE-LU","50965.07","49266.38"
"07/01/2025 04:30 - 07/01/2025 04:45","BZN|DE-LU","51955.19","50915.38"
"07/01/2025 04:45 - 07/01/2025 05:00","BZN|DE-LU","53433.18","52083.25"
"07/01/2025 05:00 - 07/01/2025 05:15","BZN|DE-LU","56624.26","54187.69"
"07/01/2025 05:15 - 07/01/2025 05:30","BZN|DE-LU","58892.27","55714.56"
"07/01/2025 05:30 - 07/01/2025 05:45","BZN|DE-LU","60318.93","56965.31"
"07/01/2025 05:45 - 07/01/2025 06:00","BZN|DE-LU","61566.78","57627.13"
"07/01/2025 06:00 - 07/01/2025 06:15","BZN|DE-LU","63684.59","59268.09"
"07/01/2025 06:15 - 07/01/2025 06:30","BZN|DE-LU","64905.47","60180.57"
"07/01/2025 06:30 - 07/01/2025 06:45","BZN|DE-LU","65937.78","61143.33"
"07/01/2025 06:45 - 07/01/2025 07:00","BZN|DE-LU","67275.16","61777.18"
"07/01/2025 07:00 - 07/01/2025 07:15","BZN|DE-LU","68314.24","62785.59"
